Number	Genename	Locus	Count	Xenbase_ID
gene485	asnsd1.L	chr9_10L	108701485	XB-GENE-6485898
gene486	trim16.L	chr9_10L	444613	XB-GENE-995243
gene487	aff1.L	chr1L	108711465	XB-GENE-6488271
gene488	maz.S	Scaffold29	398491	XB-GENE-6069063
gene489	LOC108697133	chr1L	108697133	
gene490	gpx2.S	chr8S	108699725	XB-GENE-17337343
gene491	emc6.L	chr2L	100137696	XB-GENE-997909
gene492	LOC108709530	chr2S	108709530	
gene493	tbx4.S	chr2S	108709609	XB-GENE-17334420
gene494	chtf8.S	chr4S	108715430	
gene495	znf268.S	chr6S	108695523	
gene496	rita1.L	chr1L	100381047	XB-GENE-6462308
gene497	fancf.L	chr8L	446262	XB-GENE-5796342
gene498	LOC108707688	chr2L	108707688	
gene499	s100z.L	chr1L	100037101	XB-GENE-5897994
gene500	rab3gap1.L	chr9_10L	447515	XB-GENE-995564
gene501	cat.2.L	chr4L	380236	XB-GENE-976961
gene502	LOC108704228	Scaffold29	108704228	
gene503	apbb1ip.L	chr6L	108718784	XB-GENE-17342035
gene504	LOC108703132	chr9_10S	108703132	
gene505	rsrc1.S	chr5S	447603	XB-GENE-5812627
gene506	gabarapl1.S	chr7S	443979	XB-GENE-6077975
gene507	LOC108705514	Scaffold132	108705514	
gene508	LOC108713376	chr1L	108713376	
gene509	LOC108716785	chr5L	108716785	XB-GENE-5964950
gene510	slc4a2.S	chr6S	108719786	XB-GENE-17330476
gene511	lum.L	chr3L	379493	XB-GENE-1004939
gene512	hnrnpu.S	chr5S	399374	XB-GENE-866001
gene513	pla2g4f.L	chr8L	108699245	XB-GENE-6487816
gene514	LOC108696417	chr7L	108696417	XB-GENE-6489095
gene515	wnk3.L	Scaffold50	108704796	
gene516	LOC108700675	chr8S	108700675	
gene517	aen.S	chr3S	108712465	XB-GENE-17345639
gene518	LOC108701554	chr9_10L	108701554	
gene519	ihh.L	chr9_10L	108701295	XB-GENE-17342512
gene520	LOC108711667	chr3L	108711667	
gene521	stub1.L	chr9_10L	733415	XB-GENE-966702
gene522	skor1.L	chr3L	108711507	XB-GENE-17336239
gene523	ddx42.L	chr9_10L	380261	XB-GENE-972673
gene524	slc45a1.L	chr7L	108696591	XB-GENE-17345300
gene525	LOC108699404	chr8L	108699404	
gene526	myos.S	chr7S	108697750	XB-GENE-17342787
gene527	LOC108704537	Scaffold37	108704537	
gene528	plaa.S	chr1S	443698	XB-GENE-17340768
gene529	ddx3x.L	chr2L	379975	XB-GENE-999738
gene530	LOC108719475	chr6L	108719475	
gene531	aldh1a3.S	chr3S	108712817	XB-GENE-17346657
gene532	alg3.S	chr5S	100037243	XB-GENE-986281
gene533	stard10.S	chr2S	108710077	XB-GENE-17344956
gene534	rbmx.L	chr8L	108698498	XB-GENE-17345637
gene535	pdrg1.S	chr4S	108715332	XB-GENE-6485720
gene536	slc44a2.L	chr3L	432216	XB-GENE-957801
gene537	asns.L	chr6L	100174794	XB-GENE-5715893
gene538	c11orf57.L	chr7L	100381016	XB-GENE-5787177
gene539	atf6.S	chr4S	496056	XB-GENE-983817
gene540	LOC108697441	chr1L	108697441	
gene541	zfyve28-like.1.S	chr1S	108706519	
gene542	fbxl14.S	chr3S	399151	XB-GENE-968327
gene543	sesn3.S	chr2S	108710010	XB-GENE-17333165
gene544	LOC108717262	chr5L	108717262	
gene545	ccdc189.S	chr9_10S	108703264	XB-GENE-11536256
gene546	LOC108701756	chr9_10L	108701756	
gene547	gna11.S	Scaffold21	380535	XB-GENE-944503
gene548	plekhf1.S	chr4S	108715452	XB-GENE-17346424
gene549	c20orf27.S	chr1S	108706482	XB-GENE-6487970
gene550	plcb3.L	chr4L	397692	XB-GENE-1008416
gene551	rabl6.L	chr8L	108698131	XB-GENE-17334878
gene552	kremen1.S	chr1S	398249	XB-GENE-865130
gene553	myl12b.L	chr6L	380472	XB-GENE-991025
gene554	rps6kb1.L	chr2L	394347	XB-GENE-17345632
gene555	tmsb4x.L	chr2L	399438	XB-GENE-6253898
gene556	pcsk2.S	chr5S	444586	XB-GENE-17330431
gene557	flvcr2.L	chr8L	100158291	XB-GENE-1016328
gene558	crip3.L	chr5L	108716528	XB-GENE-6486334
gene559	anapc16.S	chr7S	108697486	XB-GENE-17335189
gene560	gcm2.L	chr6L	108719130	XB-GENE-17345438
gene561	fam151a.L	chr4L	108714337	XB-GENE-17337026
gene562	tbc1d4.S	chr2S	108709775	XB-GENE-17345587
gene563	angel1.L	chr8L	108698680	XB-GENE-6488100
gene564	fhit.S	chr4S	496222	XB-GENE-17344919
gene565	clip4.S	chr5S	108717673	XB-GENE-17333089
gene566	mlip.L	chr5L	108716179	XB-GENE-17344217
gene567	LOC108697738	chr7S	108697738	XB-GENE-6487489
gene568	fam222a.S	chr1S	108707077	XB-GENE-17344826
gene569	LOC108698590	chr8L	108698590	XB-GENE-17346228
gene570	fndc3a.2.S	chr8S	108700166	XB-GENE-17337527
gene571	slc11a2.L	chr2L	108708604	XB-GENE-6486145
gene572	gpr85.S	chr3S	108713114	XB-GENE-17330065
gene573	cdh17.L	chr6L	108719336	XB-GENE-6486679
gene574	trove2.L	chr4L	378688	XB-GENE-968761
gene575	col5a1.S	chr8S	108699914	XB-GENE-17332568
gene576	rnf24.S	chr1S	108706497	XB-GENE-6488674
gene577	sec24a.L	chr3L	108710841	XB-GENE-17339077
gene578	homez.S	chr1S	108707017	
gene579	mamdc2.S	chr1S	108706968	XB-GENE-17340380
gene580	snx33.L	chr3L	108711309	XB-GENE-17337156
gene581	klf17.L	chr4L	398243	XB-GENE-939946
gene582	b3galnt2.L	chr5L	431874	XB-GENE-1012161
gene583	cacng1.S	chr9_10S	108702165	XB-GENE-17332282
gene584	LOC108701468	chr9_10L	108701468	
gene585	trpv5.L	chr7L	108695972	XB-GENE-6486181
gene586	evi5l.L	chr3L	108711674	XB-GENE-6486623
gene587	supt20h.S	chr2S	735244	XB-GENE-993445
gene588	dlec1.L	chr6L	108718711	XB-GENE-6487318
gene589	cnbd2.L	chr6L	108718679	XB-GENE-17338453
gene590	hoxd10.L	chr9_10L	399032	XB-GENE-485208
gene591	fam109b.L	chr4L	431987	XB-GENE-985682
gene592	tmem200c.S	Scaffold102	108705389	XB-GENE-6486581
gene593	dusp6.S	chr3S	495060	XB-GENE-17333168
gene594	LOC108717215	chr5L	108717215	
gene595	gtf2e1.L	chr2L	380147	XB-GENE-959297
gene596	LOC108705051	Scaffold71	108705051	
gene597	c11orf53.L	chr7L	108696477	XB-GENE-17334220
gene598	golm1.L	chr1L	447735	XB-GENE-6253399
gene599	stox1.S	chr7S	108697438	XB-GENE-6488361
gene600	rabepk.L	chr8L	447194	XB-GENE-1009619
gene601	hsd11b1.L	chr2L	379497	XB-GENE-960494
gene602	clip4.L	chr5L	108716501	XB-GENE-6489266
gene603	gpx4.L	chr1L	100036920	XB-GENE-6255866
gene604	dhodh.L	chr4L	432093	XB-GENE-967869
gene605	scrn2.S	chr9_10S	495091	XB-GENE-1005955
gene606	ace2.S	chr2S	100037182	XB-GENE-865676
gene607	znf385d.L	chr6L	108718923	XB-GENE-17341042
gene608	LOC108717474	chr5S	108717474	
gene609	mob3b.S	chr1S	108706944	XB-GENE-17339672
gene610	krt80.S	chr2S	108709009	XB-GENE-17340225
gene611	ccdc80.L	chr2L	108708202	XB-GENE-17340854
gene612	zbtb20.L	chr2L	108707820	XB-GENE-17332956
gene613	LOC100049121	chr2L	100049121	
gene614	asb1.L	chr9_10L	734789	XB-GENE-5793277
gene615	impa1.L	chr6L	380327	XB-GENE-17343389
gene616	ftsj1.S	chr8S	380510	XB-GENE-5798548
gene617	lipt2.S	chr2S	108710078	XB-GENE-17339591
gene618	ttc28-like.L	chr1L	108715847	
gene619	slc25a44.L	chr8L	447280	XB-GENE-6078665
gene620	snai2.L	chr6L	379440	XB-GENE-6255814
gene621	LOC108696690	chr7L	108696690	
gene622	pik3cb.S	chr5S	108718190	XB-GENE-17346017
gene623	znf526.S	chr7S	108697764	XB-GENE-17345517
gene624	gnai1.S	chr3S	399463	XB-GENE-6253889
gene625	zfr.S	chr1S	399224	XB-GENE-6067516
gene626	stxbp3.S	chr4S	108715704	XB-GENE-17340832
gene627	shisa2.S	chr2S	108709965	XB-GENE-17330062
gene628	nfkbia.L	chr8L	446833	XB-GENE-866028
gene629	fkbp4.S	chr3S	414546	XB-GENE-948092
gene630	gpd2.L	chr9_10L	495948	XB-GENE-17339243
gene631	vwa7.L	chr8L	108698576	XB-GENE-17336297
gene632	cyp17a1.L	Scaffold61	100036774	XB-GENE-1006800
gene633	eps8.S	chr3S	108712510	XB-GENE-17345291
gene634	pip4k2c.S	chr2S	496028	XB-GENE-964855
gene635	wdr19.L	chr1L	108698069	XB-GENE-6489077
gene636	dnm1l.S	chr3S	379244	XB-GENE-17342021
gene637	znf839.L	chr8L	108698783	XB-GENE-6488032
gene638	LOC108713778	chr4L	108713778	
gene639	mapkap1.S	chr8S	108700015	XB-GENE-17335392
gene640	far1.L	chr4L	379278	XB-GENE-973782
gene641	urah.L	Scaffold97	100049770	XB-GENE-5870987
gene642	rhbdf2.S	chr9_10S	108702823	XB-GENE-6489195
gene643	gpr1.S	chr9_10S	108703064	XB-GENE-6489261
gene644	cers1.S	Scaffold21	108703695	XB-GENE-17334233
gene645	osbpl3.S	chr6S	108719925	XB-GENE-6489131
gene646	anxa2.S	chr3S	397754	XB-GENE-6252603
gene647	trim44.S	chr4S	108715261	XB-GENE-6486307
gene648	rtcb.L	Scaffold31	779280	XB-GENE-974756
gene649	hbox10.S	chr7S	394419	XB-GENE-920327
gene650	ndufa5.L	chr3L	108711148	XB-GENE-17333425
gene651	kif1a.L	chr5L	108717100	XB-GENE-6489075
gene652	ubash3b.S	chr7S	108697609	XB-GENE-6489290
gene653	cyp2c18.L	chr8L	108698623	
gene654	hba4.L	chr9_10S	379438	XB-GENE-6255815
gene655	abra.L	chr6L	108719380	XB-GENE-17337784
gene656	kiaa1614.L	chr4L	108714359	XB-GENE-6486263
gene657	mnt.L	chr2L	734360	XB-GENE-6087152
gene658	iscu.S	chr1S	380291	XB-GENE-946412
gene659	mkrn1.S	chr3S	444671	XB-GENE-959147
gene660	plekhg7.S	chr3S	108713176	XB-GENE-17346824
gene661	LOC108718580	chr6L	108718580	
gene662	h3f3b.L	chr9_10L	379757	
gene663	LOC108700968	chr9_10L	108700968	
gene664	LOC108706498	chr1S	108706498	
gene665	cdc25c.L	chr3L	398119	XB-GENE-944825
gene666	gtf2ird1.L	chr2L	108708351	XB-GENE-17346752
gene667	fer.L	chr1L	108695677	XB-GENE-6489250
gene668	uba3.L	chr4L	108714725	XB-GENE-17340425
gene669	rabggta.L	chr1L	446590	XB-GENE-1004898
gene670	gm2a.S	chr3S	444713	XB-GENE-17329979
gene671	trpa1.L	Scaffold52	108704831	XB-GENE-17340102
gene672	orai2.S	chr1S	734537	XB-GENE-5781724
gene673	LOC108709278	chr2S	108709278	
gene674	LOC108698657	chr8L	108698657	
gene675	btk.L	chr8L	108698274	XB-GENE-6489289
gene676	LOC108704014	Scaffold24	108704014	
gene677	LOC108712653	chr3S	108712653	
gene678	mpdu1.L	chr3L	108711824	XB-GENE-17338075
gene679	mfsd14a.S	chr4S	444038	XB-GENE-17333711
gene680	c17orf105.S	chr2S	108709717	XB-GENE-6488765
gene681	sds.S	chr1S	100036931	XB-GENE-6255863
gene682	ybx1.S	chr7L	379054	XB-GENE-865405
gene683	ybx2.S	Scaffold20	394429	XB-GENE-6254213
gene684	cdk8.S	chr2S	447409	XB-GENE-962272
gene685	LOC108713934	chr4L	108713934	
gene686	kif1bp.S	chr7S	108697439	XB-GENE-6487012
gene687	avpr1a.S	chr3S	108713191	XB-GENE-17339621
gene688	LOC108716064	chr5L	108716064	
gene689	LOC108714878	chr1L	108714878	
gene690	LOC108714549	chr4L	108714549	XB-GENE-6487277
gene691	tmbim1.L	chr9_10L	100101281	XB-GENE-17331634
gene692	cd2bp2.S	chr9_10S	108703266	XB-GENE-17341469
gene693	fam26e.S	chr5S	108717925	XB-GENE-17344754
gene694	zer1.S	chr8S	379660	XB-GENE-5922872
gene695	LOC108717535	chr5S	108717535	
gene696	tdgf1.2.S	chr1S	733444	XB-GENE-876243
gene697	sco2.S	Scaffold40	100137652	XB-GENE-1193652
gene698	LOC108716097	chr1L	108716097	
gene699	atp5h.L	chr9_10L	432055	XB-GENE-993884
gene700	pik3r1.S	chr1S	399202	XB-GENE-6254212
gene701	LOC108703812	Scaffold22	108703812	
gene702	LOC108703902	Scaffold22	108703902	
gene703	LOC108705300	Scaffold88	108705300	
gene704	LOC108720008	chr6S	108720008	
gene705	rlim.L	chr8L	100137618	XB-GENE-6256130
gene706	gpr89b.L	chr2L	446579	XB-GENE-484939
gene707	lpar4.S	chr8S	108700165	XB-GENE-17339797
gene708	rab5b.S	chr2S	108709835	
gene709	stra8.S	chr3S	108712550	
gene710	ntsr1.S	chr5S	108718249	XB-GENE-17343649
gene711	tomm20.S	Scaffold57	108704886	XB-GENE-17345203
gene712	tp53bp1.S	chr3S	398208	XB-GENE-1010618
gene713	ap1m1.S	chr1S	734499	XB-GENE-1006863
gene714	lbhd1.S	chr4S	108715135	XB-GENE-6486482
gene715	tmem204.L	chr9_10L	108701624	XB-GENE-17334303
gene716	gdap1.S	chr6S	108695352	XB-GENE-17334354
gene717	dhfr.S	chr3S	108712260	
gene718	slc38a10.S	chr9_10S	379725	XB-GENE-958200
gene719	map2k5.L	chr3L	414694	XB-GENE-960358
gene720	tmem17.S	chr4S	108715558	XB-GENE-17344377
gene721	atp12a.L	chr7L	379283	XB-GENE-6256341
gene722	apoe.S	chr7S	108697774	XB-GENE-17334676
gene723	LOC108703187	chr9_10S	108703187	
gene724	gchfr.S	chr8S	108700585	XB-GENE-17338193
gene725	stk17a.S	chr6S	734454	XB-GENE-17335515
gene726	olig3.S	chr5S	108717880	XB-GENE-17334126
gene727	LOC108716663	chr5L	108716663	
gene728	tubg1.L	Scaffold30	399272	XB-GENE-866048
gene729	lrrc27.L	chr7L	108696108	
gene730	frzb2.S	chr4S	108715885	XB-GENE-17339641
gene731	crb3.L	chr3L	108711726	XB-GENE-6486390
gene732	clec10a.S	Scaffold20	108703439	
gene733	phactr4.S	chr2S	735048	XB-GENE-5930087
gene734	sec14l3.L	chr1L	100036896	XB-GENE-951880
gene735	dcp2.L	chr1L	606489	XB-GENE-966975
gene736	zbtb1.S	chr8S	733248	XB-GENE-1006818
gene737	mogat2.1.L	chr3L	496214	XB-GENE-6040390
gene738	snx7.S	chr4S	432003	XB-GENE-1014939
gene739	aars2.L	chr5L	443692	XB-GENE-6251329
gene740	abcb9.L	chr1L	108716685	XB-GENE-6486225
gene741	arl14.S	chr5S	108717580	XB-GENE-17334511
gene742	arl2.L	chr4L	496366	XB-GENE-6252077
gene743	LOC108703361	Scaffold19	108703361	
gene744	dnaaf1.S	chr4S	108715377	
gene745	il1b.S	chr3S	373606	XB-GENE-865486
gene746	parp12.S	chr3S	108712562	XB-GENE-17338480
gene747	rbbp9.L	chr5L	100380969	XB-GENE-958222
gene748	LOC108717256	chr5L	108717256	
gene749	LOC108701723	chr9_10L	108701723	
gene750	mapre2.L	chr6L	108719240	XB-GENE-17342164
gene751	arrb2.S	Scaffold20	446401	XB-GENE-17335891
gene752	kif2a.S	Scaffold53	444122	XB-GENE-17331043
gene753	vstm4.L	chr7L	108696341	XB-GENE-17334222
gene754	foxi2.L	chr7L	494806	XB-GENE-6255082
gene755	mia.L	chr8L	108698620	XB-GENE-6486300
gene756	slco5a1.L	chr6L	108719293	XB-GENE-6488158
gene757	ppa2.S	chr7S	399435	XB-GENE-17342620
gene758	LOC108696287	chr7L	108696287	
gene759	LOC108719216	chr6L	108719216	
gene760	sec24d.L	chr7L	108696249	XB-GENE-17341080
gene761	timp2.S	chr9_10S	398383	XB-GENE-17334759
gene762	hapln4.S	Scaffold21	108703679	XB-GENE-17332822
gene763	csnk1a1.L	chr3L	379624	XB-GENE-478125
gene764	pycr1.L	chr9_10L	432159	XB-GENE-6255992
gene765	naa30.L	chr8L	108698888	XB-GENE-17332183
gene766	LOC108711804	chr3L	108711804	
gene767	foxi4.1.S	chr1S	108706506	XB-GENE-17338447
gene768	srgap2.S	chr2S	108709481	XB-GENE-17330437
gene769	hmx3.S	chr7S	108697377	XB-GENE-17332109
gene770	loc100497154.S	chr2S	100126655	XB-GENE-5929438
gene771	tyw3.L	chr4L	447714	XB-GENE-5729656
gene772	aph1a.L	chr8L	108699398	XB-GENE-17338159
gene773	fam107b.S	chr3S	447289	XB-GENE-6078070
gene774	LOC108698650	chr8L	108698650	
gene775	fam124a.L	chr2L	443972	XB-GENE-5763905
gene776	dcx.L	chr8L	108698401	XB-GENE-17344744
gene777	LOC108718884	chr6L	108718884	
gene778	MGC86492.S	chr4S	108715400	
gene779	rhoc.S	chr2S	108709436	XB-GENE-17337572
gene780	cirbp.S	chr1S	379484	XB-GENE-492785
gene781	lrrc3b.S	chr6S	108719960	XB-GENE-17336356
gene782	znfx1.L	chr9_10L	108701051	XB-GENE-6486979
gene783	mex3c.S	chr1S	100036809	XB-GENE-866162
gene784	nell2.L	chr3L	380051	XB-GENE-852645
gene785	arsa.1.S	chr5S	447252	XB-GENE-5959471
gene786	myl12b.S	chr6S	108695600	XB-GENE-17333055
gene787	kat6a.L	chr3L	108710332	XB-GENE-17331851
gene788	hagh.L	chr9_10L	734940	XB-GENE-6254719
gene789	avil.L	chr2L	108708603	XB-GENE-17330999
gene790	ankrd2.L	chr7L	380293	XB-GENE-6253914
gene791	rai14.L	chr1L	108718417	XB-GENE-17342370
gene792	ins.S	chr4S	378696	XB-GENE-6252363
gene793	LOC108698570	chr8L	108698570	
gene794	tjp3.L	chr1L	734528	XB-GENE-17335530
gene795	smu1.S	chr1S	431914	XB-GENE-6251564
gene796	mettl23.S	chr9_10S	444818	XB-GENE-6254166
gene797	mia3-like.1.L	chr5L	108716472	
gene798	hypk.S	chr3S	447079	XB-GENE-999056
gene799	s1pr3.L	chr1L	108714835	XB-GENE-6488655
gene800	ankrd45.L	chr4L	108714404	XB-GENE-17340516
gene801	dram1.S	chr3S	100049150	XB-GENE-6251542
gene802	c16orf52.S	chr9_10S	443762	XB-GENE-6251881
gene803	cib2.S	chr3S	779166	XB-GENE-985361
gene804	nkx2-1.L	chr8L	373626	XB-GENE-865567
gene805	tcf7l1.L	chr3L	397863	XB-GENE-6252329
gene806	loc100493771.L	chr5L	100036796	XB-GENE-5764010
gene807	uvrag.S	chr2S	779151	XB-GENE-17341910
gene808	LOC108698666	chr8L	108698666	
gene809	cfap46.L	chr7L	108696139	XB-GENE-6488251
gene810	phospho1.S	chr9_10S	108702531	XB-GENE-17341122
gene811	nrxn3.L	chr8L	108698693	XB-GENE-6486143
gene812	kiaa1841.L	chr5L	100158390	XB-GENE-993257
gene813	fst.L	chr1L	399282	XB-GENE-486300
gene814	sugt1.L	chr2L	432309	XB-GENE-6255419
gene815	dlx2.S	chr9_10S	734247	XB-GENE-17342444
gene816	mertk.L	chr5L	108716623	XB-GENE-6487570
gene817	eml1.S	chr8S	495344	XB-GENE-949784
gene818	LOC108702443	chr9_10S	108702443	
gene819	LOC108713829	chr4L	108713829	
gene820	LOC108711662	chr1L	108711662	
gene821	cacng3.L	chr9_10L	108701906	XB-GENE-17340279
gene822	tubgcp3.S	chr2S	379673	XB-GENE-866019
gene823	LOC108701404	chr9_10L	108701404	
gene824	LOC108719104	chr6L	108719104	
gene825	clip2.S	chr2S	108709657	XB-GENE-6487662
gene826	manea.L	chr2L	108708083	XB-GENE-6487785
gene827	htr6.L	chr7L	108696858	XB-GENE-17330353
gene828	crhr2.L	chr6L	108718463	XB-GENE-17336105
gene829	satb1.L	chr6L	108718918	XB-GENE-17338947
gene830	LOC108709114	chr2S	108709114	
gene831	kbtbd8.S	chr4S	108715925	XB-GENE-6488371
gene832	ccdc22.S	chr8S	398883	XB-GENE-979502
gene833	LOC108697895	chr7S	108697895	
gene834	grk6.S	chr3S	447337	XB-GENE-1004804
gene835	atp5g3.L	chr9_10S	379775	XB-GENE-866471
gene836	LOC108712707	chr3S	108712707	
gene837	traf1.L	chr8L	108698201	
gene838	snrpa1.S	chr3S	447724	XB-GENE-1007229
gene839	tmem185a.L	chr8L	734436	XB-GENE-972147
gene840	gripap1.S	chr8S	108699701	XB-GENE-17343157
gene841	LOC108716314	chr5L	108716314	
gene842	arhgef19.L	Scaffold19367	100189583	XB-GENE-6252899
gene843	psma5.L	Scaffold38	108704550	XB-GENE-17346766
gene844	LOC108714701	chr4L	108714701	
gene845	plat.L	chr3L	399010	XB-GENE-1010823
gene846	LOC100137672	chr4L	100137672	
gene847	fgd6.S	chr3S	414714	XB-GENE-5824498
gene848	fam122b.L	chr8L	108698489	XB-GENE-17330157
gene849	sec16a.L	chr8L	734884	XB-GENE-986388
gene850	atic.S	chr9_10S	443576	XB-GENE-17331460
gene851	naa35.S	chr1S	108706990	XB-GENE-17331892
gene852	traf4.L	chr2L	447325	XB-GENE-990361
gene853	rrm1.S	chr2S	108710085	XB-GENE-17337368
gene854	loc100486192.L	chr4L	100036989	XB-GENE-990432
gene855	plcg2.L	chr4L	108714087	XB-GENE-17335871
gene856	LOC108699904	chr8S	108699904	
gene857	rd3.S	chr5S	108717720	XB-GENE-6488841
gene858	ccnl1.L	chr5L	734971	XB-GENE-866144
gene859	LOC108719493	chr6L	108719493	XB-GENE-17330685
gene860	khsrp.L	chr3L	100158419	XB-GENE-493321
gene861	cabp7.L	chr1L	108715386	XB-GENE-17333471
gene862	syk.L	chr1L	446500	XB-GENE-978187
gene863	nufip2.L	chr2L	100037153	XB-GENE-5843046
gene864	unnamed.L	chr5L	397831	XB-GENE-983545
gene865	phka2-like.L	chr2L	108708020	
gene866	fsd1.L	chr1L	108712209	XB-GENE-6488907
gene867	dnajc22.L	chr2L	108708557	XB-GENE-6488744
gene868	rbm8a.S	chr8S	399167	XB-GENE-6251029
gene869	tank.L	chr9_10L	733315	XB-GENE-483301
gene870	LOC108695536	chr6S	108695536	
gene871	llph.S	chr3S	379208	XB-GENE-1188271
gene872	inmt.L	chr5L	399013	XB-GENE-6254654
gene873	rpl22l1.L	chr5L	100037062	XB-GENE-6073199
gene874	rfx3.S	Scaffold58	108704898	XB-GENE-6488437
gene875	zranb2.S	chr4S	399332	XB-GENE-6254045
gene876	pde6a.L	chr3L	108710957	XB-GENE-17331150
gene877	orc2.S	chr9_10S	394365	XB-GENE-988555
gene878	foxj1.S	chr9_10S	399039	XB-GENE-6254646
gene879	med25.S	chr7S	444205	XB-GENE-5831033
gene880	cltc.L	chr2L	444287	XB-GENE-984052
gene881	pmfbp1.L	chr4L	108714059	XB-GENE-6488826
gene882	LOC108698214	chr8L	108698214	
gene883	srp14.S	chr8S	779186	XB-GENE-6252969
gene884	LOC108705990	Scaffold8251	108705990	
gene885	LOC108701219	chr9_10L	108701219	
gene886	abhd10.L	chr2L	108708114	XB-GENE-6486032
gene887	tmem53.L	chr4L	446324	XB-GENE-6251497
gene888	zc3h10.S	chr2S	444300	XB-GENE-6078217
gene889	nsd1.L	chr3L	108710978	XB-GENE-17342718
gene890	tbc1d2b.L	chr3L	108711285	XB-GENE-17335915
gene891	dctn3.S	Scaffold73	414603	XB-GENE-6252306
gene892	stmn1.L	chr2L	397962	XB-GENE-6252151
gene893	c2cd2l.L	chr7L	100037006	XB-GENE-986136
gene894	tmbim6.S	chr2S	380492	XB-GENE-6078065
gene895	ldlrad2.S	chr7S	108697852	XB-GENE-6487626
gene896	helz.L	chr9_10L	108701208	XB-GENE-17343684
gene897	rcbtb2.S	chr2S	380005	XB-GENE-952604
gene898	atp5f1.L	chr2L	494703	XB-GENE-17330653
gene899	tmem87a.L	chr8L	108699244	XB-GENE-17340010
gene900	prrg1.L	chr2L	432313	XB-GENE-990448
gene901	adra1a.S	chr3S	108712787	XB-GENE-17335173
gene902	chrm5.S	chr8S	108699716	XB-GENE-17336616
gene903	ift88.S	chr2S	108709972	XB-GENE-6486113
gene904	kifap3.L	chr4L	444460	XB-GENE-942618
gene905	c1orf159.L	chr7L	108696522	
gene906	LOC108715747	chr4S	108715747	
gene907	rnf208.S	chr8S	779281	XB-GENE-1010183
gene908	pcnt.L	chr9_10L	108701407	XB-GENE-6486719
gene909	oit3.S	chr7S	108697482	XB-GENE-17342870
gene910	nid2.L	chr8L	495003	XB-GENE-967335
gene911	fez1.L	chr7L	444249	XB-GENE-945361
gene912	LOC108699860	chr8S	108699860	
gene913	pskh1.S	chr4S	447161	XB-GENE-947386
gene914	susd2.S	chr1S	108705242	XB-GENE-17345419
gene915	LOC108712486	chr3S	108712486	
gene916	vwa3b.L	chr2L	108708428	XB-GENE-17346023
gene917	gfi1.L	chr4L	108714385	XB-GENE-17346620
gene918	LOC108699247	chr8L	108699247	
gene919	chsy1.L	chr3L	108711484	XB-GENE-6487752
gene920	ndufb4.S	chr2S	100049125	XB-GENE-17333605
gene921	cenpf.L	chr5L	108716455	XB-GENE-6485594
gene922	sh3bgrl3.S	chr2S	414560	XB-GENE-965980
gene923	mbp.S	chr6S	399102	XB-GENE-17333093
gene924	amd1.L	chr5L	380052	XB-GENE-484615
gene925	csgalnact2.L	chr7L	108696289	XB-GENE-17346615
gene926	pigv-like.L	chr2L	735121	XB-GENE-965990
gene927	dkk1.S	chr7S	373592	XB-GENE-865473
gene928	gp1bb.L	chr1L	108716053	XB-GENE-17332633
gene929	LOC108702038	chr9_10L	108702038	
gene930	LOC108717481	chr5S	108717481	
gene931	phip.S	chr5S	108717992	XB-GENE-17346181
gene932	dtx4.L	chr7L	733196	XB-GENE-996047
gene933	dnali1.S	chr2S	444402	XB-GENE-866556
gene934	mbtps2.L	chr2L	108708013	XB-GENE-6487170
gene935	LOC100493194.L	chr6S	495099	XB-GENE-5761352
gene936	trabd2b.L	chr4L	108714301	
gene937	fgf8.L	chr7L	399183	XB-GENE-865429
gene938	atp4b.L	chr2L	447127	XB-GENE-17341101
gene939	neurod2.S	chr9_10S	108702361	XB-GENE-6488891
gene940	desi1.S	chr4S	108715712	XB-GENE-17332909
gene941	LOC108702716	chr9_10S	108702716	
gene942	notum.S	chr9_10S	108702711	XB-GENE-17335322
gene943	tuft1.L	chr8L	443595	XB-GENE-866523
gene944	lrrc3c.L	chr9_10L	108700771	
gene945	MGC53003	chr9_10L	379090	
gene946	stk17a.L	chr6L	100049105	XB-GENE-5757624
gene947	st8sia2.L	chr3L	397702	XB-GENE-960447
gene948	LOC108701758	chr9_10L	108701758	
gene949	msh5.L	chr8L	108698572	XB-GENE-17333582
gene950	spdyc.L	chr4L	398152	XB-GENE-5886179
gene951	klkb1.L	chr1L	446603	XB-GENE-985054
gene952	fam134b.L	chr6L	108719081	XB-GENE-17331251
gene953	map2.L	chr9_10L	108701430	XB-GENE-17333176
gene954	nppb.S	chr7S	108697555	XB-GENE-17346304
gene955	ndufv1.L	chr7L	379907	XB-GENE-495067
gene956	act3.L	chr4L	779096	XB-GENE-6253091
gene957	ndufa2.L	chr3L	108710857	XB-GENE-12563786
gene958	eif3k.L	chr8L	444341	XB-GENE-992848
gene959	umod.2.L	chr2L	100126633	
gene960	ran.S	chr1S	379874	XB-GENE-865870
gene961	gpx3.S	chr3S	444571	XB-GENE-6254881
gene962	cpeb3.L	chr7L	108696127	
gene963	ccz1b.S	chr9_10S	380014	XB-GENE-941319
gene964	crebrf.L	chr3L	108710951	XB-GENE-6488434
gene965	cndp1.L	chr6L	398917	XB-GENE-969928
gene966	agbl3.S	chr3S	108712249	XB-GENE-6487371
gene967	unnamed.S	chr7S	108697811	XB-GENE-18005887
gene968	LOC108695772	chr7L	108695772	
